ICD9_CODE,SHORT_TITLE,LONG_TITLE,COUNT,USE,VARIABLE
7079,Vaginal repair NEC,Other repair of vagina,1,1,7079
9975,Adm neuroprotective agnt,Administration of neuroprotective agent,1,1,9975
4419,Gastric diagnos proc NEC,Other diagnostic procedures on stomach,1,1,4419
9764,Remov urin drainage NEC,Removal of other urinary drainage device,1,1,9764
3162,Laryngeal fistula clos,Closure of fistula of larynx,1,1,3162
6095,Trans bal dil pros ureth,Transurethral balloon dilation of the prostatic urethra,1,1,6095
6497,Ins inflate penis prosth,Insertion or replacement of inflatable penile prosthesis,1,1,6497
4873,Close rectal fist NEC,Closure of other rectal fistula,1,1,4873
4503,Large bowel incision,Incision of large intestine,1,1,4503
9393,Nonmechan resuscitation,Nonmechanical methods of resuscitation,1,1,9393
399,Spine canal struc op NEC,Other operations on spinal cord and spinal canal structures,1,1,399
4191,Donor marrow aspiration,Aspiration of bone marrow from donor for transplant,1,1,4191
7918,Close red-int fix toe fx,"Closed reduction of fracture with internal fixation, phalanges of foot",1,1,7918
3829,Blood vessel dx proc NEC,Other diagnostic procedures on blood vessels,1,1,3829
7858,Int fixation-metatar/tar,"Internal fixation of bone without fracture reduction, tarsals and metatarsals",1,1,7858
5473,Peritoneal repair NEC,Other repair of peritoneum,1,1,5473
157,Extraoc musc inj repair,Repair of injury of extraocular muscle,1,1,157
3861,Intracran vessel excis,"Other excision of vessels, intracranial vessels",1,1,3861
4283,Esophagostomy closure,Closure of esophagostomy,1,1,4283
1454,Detach retina laser coag,Repair of retinal detachment with laser photocoagulation,1,1,1454
3542,Create septal defect,Creation of septal defect in heart,1,1,3542
3921,Caval-pulmon art anastom,Caval-pulmonary artery anastomosis,1,1,3921
4019,Lymphatic diag proc NEC,Other diagnostic procedures on lymphatic structures,1,1,4019
5251,Proximal pancreatectomy,Proximal pancreatectomy,1,1,5251
5213,Endosc retro pancreatog,Endoscopic retrograde pancreatography [ERP],1,1,5213
4500,Intestinal incision NOS,"Incision of intestine, not otherwise specified",1,1,4500
5684,Close ureter fistula NEC,Closure of other fistula of ureter,1,1,5684
3550,Prosth rep hrt septa NOS,Repair of unspecified septal defect of heart with prosthesis,1,1,3550
9172,Culture-op wound,"Microscopic examination of specimen from operative wound, culture",1,1,9172
4791,Appendicostomy,Appendicostomy,1,1,4791
4108,Allo hem stem ct w purg,Allogeneic hematopoietic stem cell transplant with purging,1,1,4108
5841,Suture urethral lacerat,Suture of laceration of urethra,1,1,5841
8129,Arthrodesis NEC,Arthrodesis of other specified joints,1,1,8129
8111,Ankle fusion,Ankle fusion,1,1,8111
400,Incis lymphatic structur,Incision of lymphatic structures,1,1,400
8862,Contr phlebogram-pulmon,Phlebography of pulmonary veins using contrast material,1,1,8862
7782,Partial humerectomy NEC,"Other partial ostectomy, humerus",1,1,7782
716,Thymus biopsy,Biopsy of thymus,1,1,716
3595,Heart repair revision,Revision of corrective procedure on heart,1,1,3595
6062,Perineal prostatectomy,Perineal prostatectomy,1,1,6062
3349,Lung repair NEC,Other repair and plastic operations on lung,1,1,3349
3535,Trabecul carneae cord op,Operations on trabeculae carneae cordis,1,1,3535
3790,Ins left atr append dev,Insertion of left atrial appendage device,1,1,3790
7843,Oth rad/uln repair/plast,"Other repair or plastic operations on bone, radius and ulna",1,1,7843
8269,Thumb reconstruction NEC,Other reconstruction of thumb,1,1,8269
